artist_id,artist_name,artist_url,followers,popularity,image_url
2Pawr6MMX9VBIQ9oUHg7jc,Chris Norman,https://open.spotify.com/artist/2Pawr6MMX9VBIQ9oUHg7jc,207707,59,https://i.scdn.co/image/ab6761610000f178796e36ba3a49c488a33ab484
5fhMbh4PVSLSODF2fhWwqt,Bad English,https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt,363514,49,https://i.scdn.co/image/d62b83e782c0481886939eee4301041da0e21483
0Je74SitssvJg1w4Ra2EK7,4 Non Blondes,https://open.spotify.com/artist/0Je74SitssvJg1w4Ra2EK7,579399,66,https://i.scdn.co/image/2584f5cd08b11891b929938939d5bc686f0d9aeb
66l6SXrWHLjXFHfv202kdA,Pastor T.L. Barrett and the Youth for Christ Choir,https://open.spotify.com/artist/66l6SXrWHLjXFHfv202kdA,31223,40,https://i.scdn.co/image/ab6761610000f178a872fe49a7b6573b0d1ca454
63wd5NS9hEIj1MchScLJB1,J Lloyd,https://open.spotify.com/artist/63wd5NS9hEIj1MchScLJB1,21606,32,https://i.scdn.co/image/ab6761610000f178b0604abc760a0fc13470dc4a
5kxIHAETC8i2dwHZOASyVD,Jasmine Bordeaux,https://open.spotify.com/artist/5kxIHAETC8i2dwHZOASyVD,204,39,https://i.scdn.co/image/ab67616d000048513f22a98e9a9bceb30c3a3317
6WCfCK4VbJnH7w6IBF156P,Ólfur,https://open.spotify.com/artist/6WCfCK4VbJnH7w6IBF156P,108,29,https://i.scdn.co/image/ab67616d00004851100f2d7318ad2692c412497f
2BFpVYblz5isZ4eTnMXUQI,Peaceful Village,https://open.spotify.com/artist/2BFpVYblz5isZ4eTnMXUQI,401,43,https://i.scdn.co/image/ab67616d0000485134736fb02f27853888e3da6c
3gEu2oKuCuCY3HcbVLHlNW,Caleb Huber,https://open.spotify.com/artist/3gEu2oKuCuCY3HcbVLHlNW,86,21,https://i.scdn.co/image/ab67616d000048512c35c756fd5bdf2c32ed3143
3Ca0AyhocUD897XBmjixrN,Felix Werner,https://open.spotify.com/artist/3Ca0AyhocUD897XBmjixrN,124,18,https://i.scdn.co/image/ab67616d00004851a8380842e78119f249826322
48ZJv6xlsgG8EdgJt4SOBZ,Asabea Wheeler,https://open.spotify.com/artist/48ZJv6xlsgG8EdgJt4SOBZ,394,37,https://i.scdn.co/image/ab67616d0000485147aad27c1d3e4c1594423e2c
2uIT3eIsFOjiwUoDJvNzbD,Elodie Acy,https://open.spotify.com/artist/2uIT3eIsFOjiwUoDJvNzbD,311,41,https://i.scdn.co/image/ab67616d00004851e5fe60a586550f70924c25aa
